user_id,od2_label,baseline_label
X1C_SIT,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
X1FOLD16-TK_E28508,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
X1FOLDSVT_laher,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
X1YADL_KMK,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY
X1_2-IN-1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
X9-14_SVT,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
X9-14_jeffreyf1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
X9-SIT1_xuxru,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
X9-TK_E28508,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
X9ALADDIN-NAITO_arima,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
XBB20241007_Lenovo,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
XIUQIN_liuxq13,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
XLIN3-PF4RXZPZ_xlin3,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
Y25872-PC2DR71X_y25872,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
YANAGISAWA51_yanagisawa,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY
YANGYQ-PF50KB95_yangyq,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
YCRANFORD-7CHLT_ycranford,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
YICHIKAWA3-M43N_yichikawa3,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
YINGNIE-W01KL34_yingnie,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
YNAN-PF4FDG4X_qizha,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
YNAN-PF4FDG4X_ynan,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
YONDA-PF1BLXHW_yonda,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
YSONE-PF3993EL_ysone,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
YSUZUKI11-9S4B8_ysuzuki11,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
YTAGAMI-F3TQANR_ytagami,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
YTAKEDA1-15_ytakeda1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
YWADA-PF49SXTB_ywada,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
ZAWACKIJE_j,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
ZHANGLU11-10_zhanglu11,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
ZWOXPF3V6VNY_zwo,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
